#ID_REF = 
#VALUE = RMA normalized (in  log2 scale)
ID_REF	VALUE
1007_s_at	6.00815
1053_at	6.390126
117_at	7.098545
121_at	7.325868
1255_g_at	3.665879
1294_at	8.494531
1316_at	5.313085
1320_at	4.401794
1405_i_at	12.040467
1431_at	3.697118
1438_at	4.887751
1487_at	6.936643
1494_f_at	4.708053
1598_g_at	7.129772
160020_at	5.83671
1729_at	8.678137
1773_at	5.449414
177_at	4.652684
179_at	7.692117
1861_at	5.53529
200000_s_at	9.479226
200001_at	10.77019
200002_at	12.541845
200003_s_at	13.410471
200004_at	11.722883
200005_at	10.754887
200006_at	11.24899
200007_at	11.392069
200008_s_at	10.095579
200009_at	11.567927
200010_at	13.175834
200011_s_at	9.570978
200012_x_at	13.653442
200013_at	12.774721
200014_s_at	10.30469
200015_s_at	10.47057
200016_x_at	12.784572
200017_at	13.316112
200018_at	13.45938
200019_s_at	12.465005
200020_at	8.613164
200021_at	13.379712
200022_at	13.12125
200023_s_at	11.601967
200024_at	12.806918
200025_s_at	13.354845
200026_at	13.5168
200027_at	10.372312
200028_s_at	9.566636
200029_at	13.191353
200030_s_at	11.48639
200031_s_at	13.607252
200032_s_at	13.509908
200033_at	12.482011
200034_s_at	12.986129
200035_at	9.175542
200036_s_at	12.788825
200037_s_at	10.26728
200038_s_at	13.4055
200039_s_at	9.244413
200040_at	10.163204
200041_s_at	10.958048
200042_at	8.711731
200043_at	10.167073
200044_at	9.38621
200045_at	8.322514
200046_at	9.390199
200047_s_at	10.349498
200048_s_at	10.86149
200049_at	7.783444
200050_at	8.848055
200051_at	8.075275
200052_s_at	8.816835
200053_at	9.137699
200054_at	6.795597
200055_at	10.512577
200056_s_at	8.430139
200057_s_at	11.230874
200058_s_at	9.748347
200059_s_at	12.655736
200060_s_at	9.59445
200061_s_at	13.785554
200062_s_at	13.702429
200063_s_at	12.31336
200064_at	10.698286
200065_s_at	11.060112
200066_at	9.788978
200067_x_at	10.454886
200068_s_at	10.287948
200069_at	7.64353
200070_at	8.45352
200071_at	8.775527
200072_s_at	9.618185
200073_s_at	10.58725
200074_s_at	12.281142
200075_s_at	9.183829
200076_s_at	8.168028
200077_s_at	13.02131
200078_s_at	9.689547
200079_s_at	9.919499
200080_s_at	12.772874
200081_s_at	13.017491
200082_s_at	12.817076
200083_at	8.806835
200084_at	10.144659
200085_s_at	10.652067
200086_s_at	11.371781
200087_s_at	10.09092
200088_x_at	13.159441
200089_s_at	12.491587
200090_at	10.462543
200091_s_at	13.089252
200092_s_at	13.474463
200093_s_at	10.317251
