#ID_REF = 
#VALUE = RMA normalized (in  log2 scale)
ID_REF	VALUE
1007_s_at	5.61327
1053_at	6.337181
117_at	7.129664
121_at	7.195735
1255_g_at	3.53494
1294_at	8.717331
1316_at	5.34871
1320_at	4.293973
1405_i_at	11.353284
1431_at	3.615789
1438_at	4.721337
1487_at	7.128181
1494_f_at	4.689715
1598_g_at	7.352116
160020_at	5.874969
1729_at	8.781448
1773_at	5.309751
177_at	4.546202
179_at	7.819052
1861_at	5.416562
200000_s_at	9.315375
200001_at	10.723844
200002_at	12.579488
200003_s_at	13.571662
200004_at	11.481484
200005_at	10.608266
200006_at	11.290306
200007_at	11.283812
200008_s_at	9.840212
200009_at	11.544065
200010_at	13.011634
200011_s_at	9.418376
200012_x_at	13.570511
200013_at	12.603861
200014_s_at	10.259242
200015_s_at	10.334047
200016_x_at	12.727161
200017_at	13.215102
200018_at	13.453664
200019_s_at	12.523795
200020_at	8.906124
200021_at	13.310839
200022_at	13.03421
200023_s_at	11.389308
200024_at	12.803092
200025_s_at	13.365583
200026_at	13.484187
200027_at	10.216343
200028_s_at	9.76506
200029_at	13.145623
200030_s_at	11.462374
200031_s_at	13.661938
200032_s_at	13.379489
200033_at	12.132662
200034_s_at	12.730109
200035_at	9.323032
200036_s_at	12.738866
200037_s_at	10.16083
200038_s_at	13.211027
200039_s_at	9.621209
200040_at	10.223667
200041_s_at	10.812702
200042_at	9.038553
200043_at	10.123135
200044_at	9.272116
200045_at	8.308423
200046_at	9.815362
200047_s_at	10.192434
200048_s_at	10.877885
200049_at	7.57517
200050_at	8.790755
200051_at	8.018782
200052_s_at	8.531024
200053_at	9.117641
200054_at	7.169144
200055_at	10.273143
200056_s_at	8.494027
200057_s_at	11.055932
200058_s_at	9.557723
200059_s_at	12.559429
200060_s_at	9.723812
200061_s_at	13.712603
200062_s_at	13.779385
200063_s_at	11.967677
200064_at	10.568756
200065_s_at	10.982948
200066_at	9.704641
200067_x_at	10.366616
