#ID_REF = 
#VALUE = RMA normalized (in  log2 scale)
ID_REF	VALUE
1007_s_at	5.551982
1053_at	6.193005
117_at	7.235794
121_at	7.366742
1255_g_at	3.579053
1294_at	8.056182
1316_at	5.506939
1320_at	4.437692
1405_i_at	10.547393
1431_at	3.631713
1438_at	4.809451
1487_at	6.380454
1494_f_at	4.590902
1598_g_at	7.04163
160020_at	6.084471
1729_at	8.200751
1773_at	5.758706
177_at	4.783415
179_at	7.643632
1861_at	5.250958
200000_s_at	9.238812
200001_at	10.146446
200002_at	12.595071
200003_s_at	13.746903
200004_at	11.435906
200005_at	10.707728
200006_at	11.380003
200007_at	11.404349
200008_s_at	10.306409
200009_at	11.686393
200010_at	13.144679
200011_s_at	9.123995
200012_x_at	13.67952
200013_at	12.831982
200014_s_at	10.38475
200015_s_at	10.37509
200016_x_at	12.750539
200017_at	13.151093
200018_at	13.395836
200019_s_at	12.423151
200020_at	8.711551
200021_at	12.606062
200022_at	13.263273
200023_s_at	11.464588
200024_at	13.063571
200025_s_at	13.243781
200026_at	13.482122
200027_at	10.419116
200028_s_at	9.330186
200029_at	13.081914
200030_s_at	11.356587
200031_s_at	13.668719
200032_s_at	13.492564
200033_at	12.375015
200034_s_at	13.064262
200035_at	8.235595
200036_s_at	12.689129
200037_s_at	10.202293
200038_s_at	13.485448
200039_s_at	9.272839
200040_at	9.978589
200041_s_at	9.724265
200042_at	8.89465
200043_at	10.264766
200044_at	8.960196
200045_at	8.182116
200046_at	9.2704
200047_s_at	10.10536
200048_s_at	10.544271
200049_at	7.561982
200050_at	8.995243
200051_at	7.402273
200052_s_at	8.583571
200053_at	9.270027
200054_at	6.767227
200055_at	9.148728
200056_s_at	8.132186
200057_s_at	10.630474
200058_s_at	9.649766
200059_s_at	12.492453
200060_s_at	9.273553
200061_s_at	13.751105
200062_s_at	13.55227
200063_s_at	12.321497
200064_at	10.783478
200065_s_at	10.988076
200066_at	10.021624
200067_x_at	10.448946
200068_s_at	9.942211
200069_at	8.137054
200070_at	8.015336
200071_at	8.538944
200072_s_at	9.33797
200073_s_at	10.249782
200074_s_at	12.543859
200075_s_at	8.73559
200076_s_at	8.044705
200077_s_at	12.86983
200078_s_at	9.353923
200079_s_at	9.957735
200080_s_at	12.23552
200081_s_at	13.326973
200082_s_at	12.835953
200083_at	8.399237
200084_at	9.954787
200085_s_at	10.580879
200086_s_at	11.275565
200087_s_at	9.346716
200088_x_at	13.424995
200089_s_at	12.30839
200090_at	10.402536
200091_s_at	12.950209
200092_s_at	13.418105
200093_s_at	10.182488
200094_s_at	11.921535
200095_x_at	13.452082
200096_s_at	11.498672
200097_s_at	10.184964
200098_s_at	9.945754
200099_s_at	13.756971
200593_s_at	8.971351
200594_x_at	9.910662
200595_s_at	9.345258
200596_s_at	9.419184
200597_at	7.472656
200598_s_at	9.220653
200599_s_at	10.793017
200600_at	11.325166
200601_at	7.627184
200602_at	7.272131
200603_at	10.445887
200604_s_at	8.03166
200605_s_at	10.388768
200606_at	4.269572
200607_s_at	8.881249
200608_s_at	9.786378
200609_s_at	10.708184
200610_s_at	10.251228
200611_s_at	9.981538
200612_s_at	8.631011
200613_at	9.498022
200614_at	11.080212
200615_s_at	7.563801
200616_s_at	7.215173
200617_at	7.222394
200618_at	10.396729
200619_at	9.050915
200620_at	10.376213
200621_at	8.409012
200622_x_at	9.213046
200623_s_at	7.039148
200624_s_at	9.835347
200625_s_at	11.718303
200626_s_at	10.040968
200627_at	11.109269
200628_s_at	9.566172
200629_at	10.286011
200630_x_at	9.836331
200631_s_at	10.454493
200632_s_at	8.658767
200633_at	13.258265
200634_at	11.106674
200635_s_at	5.137427
200636_s_at	4.40878
200637_s_at	3.744817
200638_s_at	10.51324
200639_s_at	10.876965
200640_at	10.768022
200641_s_at	10.23142
200642_at	10.471346
200643_at	7.532753
200644_at	6.784043
200645_at	11.257361
200646_s_at	6.709845
200647_x_at	10.272199
200648_s_at	8.425121
200649_at	7.446518
200650_s_at	11.047036
200651_at	13.1304
200652_at	10.632125
200653_s_at	11.46836
200654_at	9.497955
200655_s_at	10.712014
200656_s_at	8.60286
200657_at	10.86003
200658_s_at	8.547714
200659_s_at	7.393454
200660_at	10.280631
200661_at	9.851647
200662_s_at	9.796205
200663_at	10.548518
200664_s_at	8.48947
200665_s_at	10.00636
200666_s_at	8.620652
200667_at	9.837955
200668_s_at	10.970499
200669_s_at	10.177367
200670_at	8.466438
200671_s_at	4.407631
200672_x_at	5.347226
200673_at	10.526373
200674_s_at	13.730129
200675_at	8.319102
200676_s_at	6.376197
200677_at	10.173582
200678_x_at	10.249175
200679_x_at	10.384224
200680_x_at	11.983301
200681_at	9.370099
200682_s_at	10.500715
200683_s_at	9.174148
200684_s_at	7.602788
200685_at	8.104103
200686_s_at	10.620578
200687_s_at	7.874545
200688_at	5.826426
200689_x_at	12.944069
200690_at	6.163504
200691_s_at	8.396175
200692_s_at	8.216343
200693_at	10.683942
200694_s_at	9.129465
200695_at	7.922589
200696_s_at	7.934236
200697_at	9.464918
200698_at	6.301599
200699_at	6.700615
200700_s_at	8.091726
200701_at	10.264488
200702_s_at	7.682162
200703_at	10.189696
200704_at	10.174936
200705_s_at	12.39229
200706_s_at	9.582939
200707_at	7.097194
200708_at	8.108197
200709_at	9.320555
200710_at	8.827449
200711_s_at	8.3945
200712_s_at	8.826559
200713_s_at	10.359174
200714_x_at	9.155484
200715_x_at	12.302613
200716_x_at	13.825534
200717_x_at	13.788012
200718_s_at	11.522166
200719_at	7.142336
200720_s_at	7.766372
200721_s_at	7.156252
200722_s_at	8.753297
200723_s_at	10.151887
200724_at	5.054063
200725_x_at	13.536447
200726_at	10.741512
200727_s_at	8.82918
200728_at	11.637578
200729_s_at	10.771374
200730_s_at	6.02131
200731_s_at	6.787493
200732_s_at	8.987148
200733_s_at	7.273801
200734_s_at	8.206223
200735_x_at	13.211561
200736_s_at	11.26229
200737_at	8.931612
200738_s_at	11.412582
200739_s_at	8.01246
200740_s_at	9.267839
200741_s_at	13.959648
200742_s_at	9.628702
200743_s_at	10.317715
200744_s_at	9.02226
200745_s_at	9.727734
200746_s_at	10.020293
200747_s_at	8.167615
200748_s_at	13.13939
200749_at	7.938408
200750_s_at	10.529006
200751_s_at	9.843487
200752_s_at	7.447921
200753_x_at	8.631336
200754_x_at	10.557181
200755_s_at	6.826899
200756_x_at	6.283435
200757_s_at	6.718024
200758_s_at	7.981609
200759_x_at	7.94566
200760_s_at	11.313245
200761_s_at	11.715891
200762_at	9.880424
200763_s_at	13.613687
200764_s_at	7.527311
200765_x_at	8.165253
200766_at	6.944269
200767_s_at	7.166757
200768_s_at	9.134816
200769_s_at	6.20664
200770_s_at	5.776836
200771_at	5.040981
200772_x_at	11.174559
200773_x_at	11.767999
200774_at	10.908984
200775_s_at	11.179723
200776_s_at	9.642013
200777_s_at	10.05155
200778_s_at	9.418197
200779_at	10.498705
200780_x_at	12.255289
200781_s_at	14.006498
200782_at	9.892192
200783_s_at	6.458938
200784_s_at	7.257779
200785_s_at	6.333752
200786_at	9.724585
200787_s_at	7.530437
200788_s_at	8.983451
200789_at	8.963644
200790_at	10.35251
200791_s_at	11.208597
200792_at	10.555551
200793_s_at	8.382431
200794_x_at	11.737931
200795_at	3.542679
200796_s_at	8.067607
200797_s_at	12.019587
200798_x_at	10.774823
200799_at	10.260862
200800_s_at	9.105819
200801_x_at	13.524209
200802_at	8.877322
200803_s_at	10.233971
200804_at	10.51062
200805_at	7.734046
200806_s_at	9.56893
200807_s_at	10.457361
200808_s_at	7.933518
200809_x_at	13.553527
200810_s_at	9.527832
200811_at	8.001738
200812_at	9.050815
200813_s_at	8.393193
200814_at	11.131125
200815_s_at	7.707183
200816_s_at	9.086967
200817_x_at	13.428103
200818_at	10.722925
200819_s_at	13.575979
200820_at	9.046894
200821_at	7.974524
200822_x_at	9.404307
200823_x_at	12.645074
200824_at	8.923275
200825_s_at	7.770453
200826_at	11.143595
200827_at	6.616119
200828_s_at	10.475377
200829_x_at	9.764367
200830_at	8.734516
200831_s_at	6.333365
200832_s_at	5.362595
200833_s_at	12.156845
200834_s_at	13.522619
200835_s_at	4.410616
200836_s_at	7.013414
200837_at	9.292359
200838_at	8.872541
200839_s_at	9.900878
200840_at	11.588819
200841_s_at	6.633991
200842_s_at	8.076932
200843_s_at	8.629973
200844_s_at	10.397434
200845_s_at	9.974198
200846_s_at	9.551164
200847_s_at	11.725621
200848_at	6.980427
200849_s_at	7.425431
200850_s_at	9.568328
200851_s_at	9.856493
200852_x_at	8.264991
200853_at	9.669805
200854_at	7.44671
200855_at	6.762172
200856_x_at	6.282005
200857_s_at	7.929346
200858_s_at	12.397454
200859_x_at	10.390699
200860_s_at	9.353191
200861_at	7.024601
200862_at	4.773561
200863_s_at	10.622427
200864_s_at	7.464937
200865_at	3.376422
200866_s_at	11.873184
200867_at	8.700996
200868_s_at	8.698652
200869_at	13.445166
200870_at	9.251738
200871_s_at	12.464868
200872_at	11.839297
200873_s_at	10.325
200874_s_at	7.471566
200875_s_at	9.052671
200876_s_at	10.609027
200877_at	10.490339
200878_at	4.635704
200879_s_at	4.08953
200880_at	8.498697
200881_s_at	10.4978
200882_s_at	9.85906
200883_at	9.531624
200884_at	4.948478
200885_at	8.137228
200886_s_at	10.688644
200887_s_at	10.66614
200888_s_at	12.861667
200889_s_at	7.997531
200890_s_at	7.625554
200891_s_at	10.717607
200892_s_at	9.329756
200893_at	10.711514
200894_s_at	5.113778
200895_s_at	7.127641
200896_x_at	8.227759
200897_s_at	6.80746
200898_s_at	8.861163
200899_s_at	9.234556
200900_s_at	8.715107
200901_s_at	9.218565
200902_at	10.355919
200903_s_at	5.990967
200904_at	11.622554
200905_x_at	12.321996
200906_s_at	4.831609
200907_s_at	6.120441
200908_s_at	4.760012
200909_s_at	13.399471
200910_at	9.060344
200911_s_at	10.293772
200912_s_at	12.038526
200913_at	7.551239
200914_x_at	8.405016
200915_x_at	9.356913
200916_at	11.010823
200917_s_at	7.448181
200918_s_at	9.456979
200919_at	8.577996
200920_s_at	12.266325
200921_s_at	11.94003
200922_at	6.132508
200923_at	6.373324
200924_s_at	7.651368
200925_at	10.800787
200926_at	13.957626
200927_s_at	8.253581
200928_s_at	3.80406
200929_at	8.829315
200930_s_at	4.335286
200931_s_at	10.141365
200932_s_at	8.80553
200933_x_at	13.494391
200934_at	10.470079
200935_at	4.973172
200936_at	12.546854
200937_s_at	12.401925
200938_s_at	3.833177
200939_s_at	3.814282
200940_s_at	7.522944
200941_at	8.981539
200942_s_at	9.530827
200943_at	10.77432
200944_s_at	10.581239
200945_s_at	9.444608
200946_x_at	7.585863
200947_s_at	7.803806
200948_at	7.002895
200949_x_at	13.583521
200950_at	7.665174
200951_s_at	5.299979
200952_s_at	5.12342
200953_s_at	9.229707
200954_at	8.493658
200955_at	8.774916
200956_s_at	7.488054
200957_s_at	7.582136
200958_s_at	11.369869
200959_at	9.187046
200960_x_at	10.051794
200961_at	8.425489
200962_at	8.062103
200963_x_at	13.839887
200964_at	8.600991
200965_s_at	9.459699
200966_x_at	10.760237
200967_at	10.262166
200968_s_at	9.473879
200969_at	9.381871
200970_s_at	8.971824
200971_s_at	10.786529
200972_at	8.229642
200973_s_at	7.829411
200974_at	5.635315
200975_at	10.939654
200976_s_at	9.982185
200977_s_at	10.050091
200978_at	10.056726
200979_at	5.815622
200980_s_at	8.246153
200981_x_at	12.12431
200982_s_at	9.607173
200983_x_at	7.781595
200984_s_at	6.936294
200985_s_at	7.481058
200986_at	5.930633
200987_x_at	7.277876
200988_s_at	4.984695
200989_at	10.60035
200990_at	8.287374
200991_s_at	9.517108
200992_at	9.02641
200993_at	8.578779
200994_at	8.081058
200995_at	6.032596
200996_at	10.919098
200997_at	9.258551
200998_s_at	6.90935
200999_s_at	7.510622
201000_at	8.295479
201001_s_at	8.583173
201002_s_at	9.011494
201003_x_at	8.063728
